Date,Time,StationName,StationCode,Latitude,Longitude,GroupCode,SampleId,SampleDepth,Air temperature (AT.1),Air temperature (AT.1) Code,Air temperature (AT.1) Problem,Air temperature (AT.1) Qualifier,Air temperature (AT.1) Tier,Air temperature (AT.1) Units,Air temperature (AT.2),Air temperature (AT.2) Code,Air temperature (AT.2) Problem,Air temperature (AT.2) Qualifier,Air temperature (AT.2) Tier,Air temperature (AT.2) Units,Air temperature (AT.5),Air temperature (AT.5) Code,Air temperature (AT.5) Problem,Air temperature (AT.5) Qualifier,Air temperature (AT.5) Tier,Air temperature (AT.5) Units,Bacteria (E.Coli) (ECOLI.1),Bacteria (E.Coli) (ECOLI.1) Code,Bacteria (E.Coli) (ECOLI.1) Problem,Bacteria (E.Coli) (ECOLI.1) Qualifier,Bacteria (E.Coli) (ECOLI.1) Tier,Bacteria (E.Coli) (ECOLI.1) Units,Bacteria (E.Coli) (ECOLI.4),Bacteria (E.Coli) (ECOLI.4) Code,Bacteria (E.Coli) (ECOLI.4) Problem,Bacteria (E.Coli) (ECOLI.4) Qualifier,Bacteria (E.Coli) (ECOLI.4) Tier,Bacteria (E.Coli) (ECOLI.4) Units,Dissolved oxygen (DO.1),Dissolved oxygen (DO.1) Code,Dissolved oxygen (DO.1) Problem,Dissolved oxygen (DO.1) Qualifier,Dissolved oxygen (DO.1) Tier,Dissolved oxygen (DO.1) Units,Dissolved oxygen (DO.2),Dissolved oxygen (DO.2) Code,Dissolved oxygen (DO.2) Problem,Dissolved oxygen (DO.2) Qualifier,Dissolved oxygen (DO.2) Tier,Dissolved oxygen (DO.2) Units,pH (PH.1),pH (PH.1) Code,pH (PH.1) Problem,pH (PH.1) Qualifier,pH (PH.1) Tier,pH (PH.1) Units,pH (PH.3),pH (PH.3) Code,pH (PH.3) Problem,pH (PH.3) Qualifier,pH (PH.3) Tier,pH (PH.3) Units,pH (PH.7),pH (PH.7) Code,pH (PH.7) Problem,pH (PH.7) Qualifier,pH (PH.7) Tier,pH (PH.7) Units,Salinity (SA.1),Salinity (SA.1) Code,Salinity (SA.1) Problem,Salinity (SA.1) Qualifier,Salinity (SA.1) Tier,Salinity (SA.1) Units,Total Depth (TD.1),Total Depth (TD.1) Code,Total Depth (TD.1) Problem,Total Depth (TD.1) Qualifier,Total Depth (TD.1) Tier,Total Depth (TD.1) Units,Water Clarity (WC.1),Water Clarity (WC.1) Code,Water Clarity (WC.1) Problem,Water Clarity (WC.1) Qualifier,Water Clarity (WC.1) Tier,Water Clarity (WC.1) Units,Water Clarity (WC.4),Water Clarity (WC.4) Code,Water Clarity (WC.4) Problem,Water Clarity (WC.4) Qualifier,Water Clarity (WC.4) Tier,Water Clarity (WC.4) Units,Water Clarity (WC.6),Water Clarity (WC.6) Code,Water Clarity (WC.6) Problem,Water Clarity (WC.6) Qualifier,Water Clarity (WC.6) Tier,Water Clarity (WC.6) Units,Water temperature (WT.1),Water temperature (WT.1) Code,Water temperature (WT.1) Problem,Water temperature (WT.1) Qualifier,Water temperature (WT.1) Tier,Water temperature (WT.1) Units,Water temperature (WT.2),Water temperature (WT.2) Code,Water temperature (WT.2) Problem,Water temperature (WT.2) Qualifier,Water temperature (WT.2) Tier,Water temperature (WT.2) Units,Water temperature (WT.3),Water temperature (WT.3) Code,Water temperature (WT.3) Problem,Water temperature (WT.3) Qualifier,Water temperature (WT.3) Tier,Water temperature (WT.3) Units,Cloud Cover,Other Comments,Other Conditions,Rainfall Within 24 Hours,Rainfall Within 48 Hours,Rainfall,Sea State,Stream Flow,Tidal Stage,Water Color Description,Water Color,Water Odor Description,Water Odor,Water Surfaces,Weather Conditions Day Before Yesterday,Weather Conditions Today,Weather Conditions Yesterday,Wind Direction,Wind Speed,ModifiedDate,Comments
4/23/2022,10:30:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,RV,1,0.3,,,,,,,16.3,AT.2,,,2,deg C,,,,,,,100,ECOLI.1,,,1,CFU,,,,,,,,,,,,,,,,,,,7,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,13.9,WT.2,,,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-08T18:38:28.227,"no DO sample this month, DO standardization check failed."
4/24/2019,14:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,1,0.3,,,,,,,25.8,AT.2,,,2,deg C,,,,,,,75,ECOLI.1,,,1,CFU,,,,,,,7.6,DO.1,,,2,mg/L,,,,,,,7.25,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,19.6,WT.2,,,2,deg C,,,,,,,,Tornado on 4/21/2019 but not much rain,,,0,,,Normal,,,Normal,,,Ripple,,Sunny,,,,2020-02-19T16:34:09.747,"Doug Britt conducted this sampling but he is not in the system.  He spent 2.5 hours on this. pH meter calibrated properly, just recorded calibrations wrong."
4/24/2019,14:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado on 4/21/2019 but not much rain,,,0,,,Normal,,,Normal,,,Ripple,,Sunny,,,,2020-02-19T16:34:09.747,"Doug Britt conducted this sampling but he is not in the system.  He spent 2.5 hours on this. pH meter calibrated properly, just recorded calibrations wrong."
4/26/2021,15:30:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,1,0.3,,,,,,,23.4,AT.2,,,2,deg C,,,,,,,0,ECOLI.1,,,1,CFU,,,,,,,,,,,,,,,,,,,7.19,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,0.1,TD.1,,,1,M,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,16.7,WT.2,,,2,deg C,,,,,,,,,,18.034,18.034,18.034,,Low,,,Normal,,,Ripple,,Sunny,,,,2022-01-03T14:55:07.243,"no DO sample collected, DO check failed"
4/27/2019,11:00:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,RV,1,0.3,,,,,,,16.8,AT.2,,,2,deg C,,,,,,,1275,ECOLI.1,,,1,CFU,,,,,,,7.8,DO.1,,,2,mg/L,,,,,,,6.89,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.3,WC.4,,,1,cm,,,,,,,,,,,,,14.3,WT.2,,,2,deg C,,,,,,,,,,,0,0,,Normal,,brown,Abnormal,,,,,Sunny,Partly cloudy,,,2020-02-04T14:44:21.75,
4/27/2019,11:00:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,RV,2,0.3,,,,,,,16.8,AT.2,,,2,deg C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.89,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,WT.2,,,2,deg C,,,,,,,,,,,0,0,,Normal,,brown,Abnormal,,,,,Sunny,Partly cloudy,,,2020-02-04T14:44:21.75,
4/28/2022,11:47:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,26.6,AT.5,,,1,deg C,160,ECOLI.1,,,1,CFU,,,,,,,,,,,,,4.64,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,20,TD.1,,,1,M,0.5,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,20.5,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2022-12-09T09:54:49.607,
5/4/2022,8:30:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,17,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,34.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,WC.6,,,2,NTU,16,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0 mm,,,High,Incoming (Flood),green,,,,Waves,,Overcast,,,,2022-05-05T17:30:16.34,
5/4/2022,9:11:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,19,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,44.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.54,WC.6,,,2,NTU,19,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Low,,"clear,brown",,,,Calm,,Overcast,,,,2022-05-05T17:33:44.13,
5/4/2022,10:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,980.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,WC.6,,,2,NTU,18,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,43.8,,,High,,"grey, brown",Normal,,,Ripple,,Overcast,,,,2022-05-05T17:41:51.7,
5/4/2022,10:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,1046.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16,WC.6,,,2,NTU,18,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,43.8,,,High,,"grey, brown",Normal,,,Ripple,,Overcast,,,,2022-05-05T17:41:51.7,
5/5/2021,8:10:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,111.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.8,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7,WC.6,,,2,NTU,21,WT.1,,,2,deg C,,,,,,,,,,,,,,,,11.18,,,,High,Low,brown,,,,Ripple,,Drizzle,,,,2021-05-07T15:56:38.087,
5/5/2021,11:10:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,33,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,35,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.92,WC.6,,,2,NTU,26,WT.1,,,2,deg C,,,,,,,,,,,,,,,,11.18,,,,,Low,Milky Gray,Normal,,,Calm,,Partly cloudy,,,,2021-05-07T15:52:34.42,
5/5/2021,23:30:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,21,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,101.7,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,WC.6,,,2,NTU,22,WT.1,,,2,deg C,,,,,,,,,,,,,,,,11.8,,,,High,Low,black,Normal,,,Ripple,,Sunny,,,,2021-05-07T15:41:49.487,
5/6/2019,12:39:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,22.8,AT.5,,,1,deg C,300,ECOLI.1,,,1,CFU,,,,,,,,,,,,,6.2,DO.2,,,2,mg/L,,,,,,,,,,,,,7,PH.7,,,1,SU,5,SA.1,,,1,ppt,19,TD.1,,,1,M,0.35,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,22.8,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2020-02-18T10:43:27.453,
5/11/2022,8:15:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,15,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,241.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.5,WC.6,,,2,NTU,13,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,Normal,Incoming (Flood),muddy,Normal,,,Ripple,,Sunny,,,,2022-05-12T15:47:38.33,
5/11/2022,9:48:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,17,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,111.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,WC.6,,,2,NTU,15,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,,High,green/brown,Normal,,,Ripple,,Sunny,,,,2022-05-12T15:50:01.13,
5/11/2022,11:40:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,547.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.6,WC.6,,,2,NTU,17,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,,High,High,Brown,Normal,,,Ripple,,Overcast,,,,2022-05-12T16:07:29.083,
5/12/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,14,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,14.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,WC.6,,,2,NTU,15,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,,High,Milky Gray,Normal,,,Ripple,,Overcast,,,,2021-05-13T21:05:27.73,
5/12/2021,8:00:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,10.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,30.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,WC.6,,,2,NTU,,,,,,,,,,,,,,,,,,,,,,,0,,,,High,green,,,,Calm,,Overcast,,,,2021-05-13T21:14:02.657,
5/12/2021,10:55:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,22,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,57.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,WC.6,,,2,NTU,17,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,,Outgoing (Ebb),brown,,,,Ripple,,Partly cloudy,,,,2021-05-13T21:08:15.18,
5/18/2022,7:30:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,14.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,1553.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,WC.6,,,2,NTU,17.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.84,,,Normal,Incoming (Flood),Clear,Normal,,,Calm,,Sunny,,,,2022-05-19T16:21:04.527,
5/18/2022,10:00:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,24,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,115.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.67,WC.6,,,2,NTU,20,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.84,,,Normal,Incoming (Flood),Brown,Normal,,,Ripple,,Sunny,,,,2022-05-19T16:22:54.957,
5/18/2022,10:30:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,17,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,1119.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,WC.6,,,2,NTU,20,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,5.84,,,High,High,Brown,Normal,,,Ripple,,Sunny,,,,2022-05-19T16:26:31.187,
5/19/2019,10:15:00,09-PL22-Sna-DR19,RAS.09-PL22-Sna-DR19,38.9298922,-77.3458976,ACB,1,0.3,,,,,,,23.6,AT.2,,,2,deg C,,,,,,,0,ECOLI.1,,,1,CFU,,,,,,,6.8,DO.1,,,2,mg/L,,,,,,,6.97,PH.1,,,2,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,WC.4,,>,1,cm,,,,,,,,,,,,,18.2,WT.2,,,2,deg C,,,,,,,,,,,0.5,22.3,,Normal,,,,,,Calm,,Sunny,,,,2019-08-04T16:49:26.02,
5/19/2021,7:35:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,16.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,53.8,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.8,WC.6,,,2,NTU,20,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,,Outgoing (Ebb),"Green, Brown",Normal,,,Calm,,Sunny,,,,2021-05-20T19:23:30.447,
5/19/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,16.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,24.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,WC.6,,,2,NTU,20,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Normal,Low,clear,Normal,,,Ripple,,Sunny,,,,2021-05-20T18:57:17.927,
5/19/2021,11:45:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,28,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,12.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71,WC.6,,,2,NTU,24,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,0,,,Low,Incoming (Flood),brown,Normal,,,Calm,,Sunny,,,,2021-05-20T19:00:13.6,
5/20/2020,9:12:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,13,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,48.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,WC.6,,,2,NTU,15,WT.1,,,2,deg C,,,,,,,,,,,,,,Very Windy,,0,0,,,Normal,High,Green/Brown,Normal,,,Waves,,Overcast,Overcast,,,2020-05-21T18:55:49.183,
5/20/2020,9:12:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,2,0.3,13,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,51.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,WC.6,,,2,NTU,14.5,WT.1,,,2,deg C,,,,,,,,,,,,,,Very Windy,,0,0,,,Normal,High,Green/Brown,Normal,,,Waves,,Overcast,Overcast,,,2020-05-21T18:55:49.183,
5/20/2022,15:18:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,36.6,AT.5,,,1,deg C,300,ECOLI.1,,,1,CFU,,,,,,,,,,,,,4.49,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,8,TD.1,,,1,M,0.5,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,25.9,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,Sunny,,,,2022-12-09T09:54:47.657,
5/21/2019,15:45:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,1,0.3,,,,,,,21.3,AT.2,,,2,deg C,,,,,,,75,ECOLI.1,,,1,CFU,,,,,,,6.6,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.8,WC.4,,,1,cm,,,,,,,,,,,,,19.2,WT.2,,,2,deg C,,,,,,,,,,,0,0,,Normal,,,Normal,,,Ripple,,Sunny,,,,2020-02-05T19:28:21.153,
5/21/2019,15:45:00,09-PL21-Sug-SLR4,RAS.09-PL21-Sug-SLR4,38.9787922,-77.3643976,RV,2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,DO.1,,,2,mg/L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,Normal,,,Normal,,,Ripple,,Sunny,,,,2020-02-05T19:28:21.153,
5/23/2019,8:46:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,24.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,108.1,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,WT.1,,,2,deg C,,,,,,,,,,,,,,,Debris,,,,,,Incoming (Flood),,Normal,,,Ripple,,Sunny,,,,2019-06-05T14:56:57.09,
5/25/2022,9:07:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,17,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,27.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,6.5,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,WC.6,,,2,NTU,19,WT.1,,,2,deg C,,,,,,,,,,,,,,Debris,,,19.304,,,Low,Incoming (Flood),green,Normal,,,Calm,,Drizzle,,,,2022-05-26T15:20:32.607,
5/25/2022,11:30:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,123.4,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.304,,,Normal,High,,Normal,,,,,Overcast,,,,2022-05-26T15:27:12.19,
5/25/2022,11:50:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,20,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,156.5,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,WC.6,,,2,NTU,25,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.304,,,Normal,High,,Normal,,,Ripple,,Overcast,,,,2022-05-26T15:17:49.853,
5/26/2021,7:58:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,22.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,328.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.05,,,Normal,High,Clear,Normal,,,Ripple,,Partly cloudy,,,,2021-05-27T18:13:44.583,
5/26/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,1,0.3,22.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,290.9,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.05,,,High,High,Brown,Normal,,,Waves,,Overcast,,,,2021-05-27T18:04:13.223,
5/26/2021,8:00:00,PR-13 Little Hunting Creek,PRK.PR-13,38.712452,-77.074172,PRK,2,0.3,22.5,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,307.6,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,7,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,WC.6,,,2,NTU,23,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.05,,,High,High,Brown,Normal,,,Waves,,Overcast,,,,2021-05-27T18:04:13.223,
5/26/2021,8:09:00,PR-14 Pohick Bay,PRK.PR-14PohickBay,38.67606,-77.166946,PRK,1,0.3,25,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,5.2,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,8,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.92,WC.6,,,2,NTU,23.5,WT.1,,,2,deg C,,,,,,,,,,,,,,,,,19.05,,,Low,High,Brown,Normal,,,Calm,,Partly cloudy,,,,2021-05-27T18:08:02.24,
5/26/2021,11:33:00,NR-7,NRPA.NR-7,36.740257,-76.579794,NRPA,1,0.3,,,,,,,,,,,,,31.11,AT.5,,,1,deg C,80,ECOLI.1,,,1,CFU,,,,,,,,,,,,,2.5,DO.2,,,2,mg/L,,,,,,,,,,,,,,,,,,,0,SA.1,,,1,ppt,9,TD.1,,,1,M,0.4,WC.1,,,1,M,,,,,,,,,,,,,,,,,,,,,,,,,24.4,WT.3,,,2,deg C,,,,0,,,,,,Brown,,Normal,,,,,,,,2022-01-03T11:30:22.297,
5/27/2020,9:17:00,PR-9 Belle Haven Marina,PRK.PR-9,38.77654,-77.04784,PRK,1,0.3,19,AT.1,,,2,deg C,,,,,,,,,,,,,,,,,,,22.3,ECOLI.4,,,2,MPN,,,,,,,,,,,,,,,,,,,8,PH.3,,,1,SU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,WC.6,,,2,NTU,22,WT.1,,,2,deg C,,,,,,,,,,,,,,Foam,,,0,,,Normal,Incoming (Flood),,Normal,,,Ripple,,Partly cloudy,,,,2020-05-28T20:27:53.273,
